title,url,priority,type,state,subsystem,affected version,included in builds,avaliable in,latest affected,created date,refactoring_haibo,refactoring_zhuolin,final label,input program,final label1,input property,symptoms,refactoring type,commit_html_url,new root cause,new root cause zl,stage,stage zl,"disagree (root cause, stage)",checked,cross checked,reproducebale,might need to remove,oracle,notes,initialize refactoring,propocess/ precondition,,perform change,confused,note
Change Method Signature: Propagate Parameters doesn't work anymore,https://youtrack.jetbrains.com/issue/IDEA-249243/Change-Method-Signature-Propagate-Parameters-doesnt-work-anymore,Normal,Bug,Fixed,Java. Refactorings,2020.2.1 (202.6948.69),203.3079,2020.3,Not specified,1 Dec 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Renaming packages does not update module-info.java,https://youtrack.jetbrains.com/issue/IDEA-250187/Renaming-packages-does-not-update-module-info.java,Normal,Bug,Fixed,Java. Refactorings,Not specified,203.5066,2020.3,Not specified,1 Dec 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Exception on extraction simple method causes errors on every following extraction,https://youtrack.jetbrains.com/issue/IDEA-253853/Exception-on-extraction-simple-method-causes-errors-on-every-following-extraction,Major,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),Not specified,Not specified,Not specified,27 Oct 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
"""related problems"" label stay in editor after refactoring succeed",https://youtrack.jetbrains.com/issue/IDEA-245696/related-problems-label-stay-in-editor-after-refactoring-succeed,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),203.3981,2020.3,Not specified,24 Sep 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Change signature available but doesn't work for record definition,https://youtrack.jetbrains.com/issue/IDEA-245151/Change-signature-available-but-doesnt-work-for-record-definition,Normal,Bug,Fixed,Java. Refactorings,Not specified,"203.955, 202.6305",2020.2,Not specified,15 Sep 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Renaming record canonical constructor parameter doesn't change corresponding accessors or record components,https://youtrack.jetbrains.com/issue/IDEA-249148/Renaming-record-canonical-constructor-parameter-doesnt-change-corresponding-accessors-or-record-components,Normal,Bug,Fixed,Java. Refactorings,2020.2 (202.6397.94),203.2874,2020.3,Not specified,26 Aug 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Renaming of overridden method does not work properly in java scratch files,https://youtrack.jetbrains.com/issue/IDEA-233798/Renaming-of-overridden-method-does-not-work-properly-in-java-scratch-files,Normal,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),202.4451,2020.2,Not specified,28 Jul 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Editor window frozen after repeated rename,https://youtrack.jetbrains.com/issue/IDEA-241809/Editor-window-frozen-after-repeated-rename,Normal,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),202.4919,2020.2,Not specified,28 Jul 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
"Post-edit refactoring confuses rename parameter with signature change, when name fully changed",https://youtrack.jetbrains.com/issue/IDEA-236793/Post-edit-refactoring-confuses-rename-parameter-with-signature-change-when-name-fully-changed,Major,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),202.22,2020.2,Not specified,28 Jul 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Move Inner Class shows spurious warnings,https://youtrack.jetbrains.com/issue/IDEA-234943/Move-Inner-Class-shows-spurious-warnings,Normal,Bug,Fixed,Java. Refactorings,"2020.1 (201.6668.121), 2020.2 (202.6397.94)",202.104,2020.2,Not specified,28 Jul 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Unable to extract field/variable from values() call,https://youtrack.jetbrains.com/issue/IDEA-237759/Unable-to-extract-field-variable-from-values-call,Normal,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),202.3344,2020.2,Not specified,28 Jul 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Moving package does not move files to the correct Root folder into account,https://youtrack.jetbrains.com/issue/IDEA-237710/Moving-package-does-not-move-files-to-the-correct-Root-folder-into-account,Normal,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),202.3232,2020.2,Not specified,28 Jul 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Change Signature refactoring inserts annotations for return type fully-qualified,https://youtrack.jetbrains.com/issue/IDEA-230807/Change-Signature-refactoring-inserts-annotations-for-return-type-fully-qualified,Normal,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),202.1887,2020.2,Not specified,28 Jul 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Dialog to rename parameter shown twice when rename field with post-edit refactoring,https://youtrack.jetbrains.com/issue/IDEA-236058/Dialog-to-rename-parameter-shown-twice-when-rename-field-with-post-edit-refactoring,Major,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),202.1583,2020.2,Not specified,28 Jul 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
No refactoring gutter after 'Inplace' rename,https://youtrack.jetbrains.com/issue/IDEA-233185/No-refactoring-gutter-after-Inplace-rename,Normal,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),202.1583,2020.2,Not specified,28 Jul 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Change signature"" action removing @NotNull does nothing",https://youtrack.jetbrains.com/issue/IDEA-235090/Change-signature-action-removing-NotNull-does-nothing,Normal,Bug,Fixed,Java. Refactorings,Not specified,202.1154,2020.2,Not specified,28 Jul 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Extract Constant is not finished yet""",https://youtrack.jetbrains.com/issue/IDEA-235318/Extract-Constant-is-not-finished-yet,Normal,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),202.1099,2020.2,Not specified,28 Jul 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Inline variable refacting remove comment,https://youtrack.jetbrains.com/issue/IDEA-242445/Inline-variable-refacting-remove-comment,Normal,Bug,Fixed,Java. Refactorings,2020.2 (202.6397.94),202.5184,2020.2,Not specified,28 Jul 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannot extract variable from denormalized field initializer,https://youtrack.jetbrains.com/issue/IDEA-245534/Cannot-extract-variable-from-denormalized-field-initializer,Normal,Bug,Fixed,Java. Refactorings,Not specified,Not specified,Not specified,Not specified,9 Jul 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracting a method from increment expression produces red code,https://youtrack.jetbrains.com/issue/IDEA-202150/Extracting-a-method-from-increment-expression-produces-red-code,Normal,Bug,Fixed,Java. Refactorings,"2019.1 (191.6183.87), 2019.2 (192.5728.98)",Not specified,Not specified,Not specified,6 May 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Renaming/Moving a package is not updating relevant class files and breaks compilation,https://youtrack.jetbrains.com/issue/IDEA-238958/Renaming-Moving-a-package-is-not-updating-relevant-class-files-and-breaks-compilation,Major,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),Not specified,Not specified,Not specified,6 May 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Private"" modifier dissapeared after copying of interface with private methods",https://youtrack.jetbrains.com/issue/IDEA-233351/Private-modifier-dissapeared-after-copying-of-interface-with-private-methods,Normal,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),201.5799,2020.1,Not specified,20 Feb 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Update usages action is available even when the signature has a compilation error.,https://youtrack.jetbrains.com/issue/IDEA-232966/Update-usages-action-is-available-even-when-the-signature-has-a-compilation-error.,Normal,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),201.5463,Not specified,Not specified,18 Feb 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Change method signature"" messes @NotNull",https://youtrack.jetbrains.com/issue/IDEA-232690/Change-method-signature-messes-NotNull,Normal,Bug,Fixed,Java. Refactorings,Not specified,201.5642,2020.1,Not specified,18 Feb 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Update overrides to reflect signature change is visible when there are no overrides,https://youtrack.jetbrains.com/issue/IDEA-232748/Update-overrides-to-reflect-signature-change-is-visible-when-there-are-no-overrides,Normal,Bug,Fixed,Java. Refactorings,Not specified,Not specified,Not specified,Not specified,17 Feb 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename record component: field reference is not renamed if getter overload is present,https://youtrack.jetbrains.com/issue/IDEA-232559/Rename-record-component-field-reference-is-not-renamed-if-getter-overload-is-present,Normal,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),201.5259,2020.1,Not specified,11 Feb 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Move class to another source root"" hangs with ""Decompiling Callable.class""",https://youtrack.jetbrains.com/issue/IDEA-227119/Move-class-to-another-source-root-hangs-with-Decompiling-Callable.class,Normal,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),201.4477,Not specified,Not specified,27 Jan 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Extract method/field/constant refactoring doesn't consider pattern variable,https://youtrack.jetbrains.com/issue/IDEA-229901/Extract-method-field-constant-refactoring-doesnt-consider-pattern-variable,Normal,Bug,Fixed,Java. Refactorings,Not specified,201.4313,2020.1,Not specified,23 Jan 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
copying class doesn't work as intended,https://youtrack.jetbrains.com/issue/IDEA-230143/copying-class-doesnt-work-as-intended,Normal,Bug,Fixed,Java. Refactorings,Not specified,201.3524,Not specified,Not specified,6 Jan 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Method inlining may behave incorrectly when return type is ignored,https://youtrack.jetbrains.com/issue/IDEA-228512/Method-inlining-may-behave-incorrectly-when-return-type-is-ignored,Normal,Bug,Fixed,Java. Refactorings,2019.3 (193.5233.102),201.2693,2020.1,Not specified,18 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Inlining Generic method results in compilation error,https://youtrack.jetbrains.com/issue/IDEA-226338/Inlining-Generic-method-results-in-compilation-error,Normal,Bug,Fixed,Java. Refactorings,2019.3 (193.5233.102),Not specified,"2020.1, 2019.3.1",Not specified,13 Nov 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Extract method reference"" doesn't refactor correctly",https://youtrack.jetbrains.com/issue/IDEA-225219/Extract-method-reference-doesnt-refactor-correctly,Normal,Bug,Fixed,Java. Refactorings,"2019.2 (192.5728.98), 2019.2.3 (192.6817.14)",201.427,2020.1,Not specified,24 Oct 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
ImportClassFixBase.fixSilently affects performance even if UnambiguousImportsOnTheFly settings is disabled,https://youtrack.jetbrains.com/issue/IDEA-223086/ImportClassFixBase.fixSilently-affects-performance-even-if-UnambiguousImportsOnTheFly-settings-is-disabled,Normal,Bug,Fixed,Java. Refactorings,Not specified,"193.4085, 192.7809",Not specified,Not specified,30 Sep 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Incorrect code refactoring when trying to extract a variable from while loop,https://youtrack.jetbrains.com/issue/IDEA-218704/Incorrect-code-refactoring-when-trying-to-extract-a-variable-from-while-loop,Normal,Bug,Fixed,Java. Refactorings,2019.2 (192.5728.98),"193.1617, 192.6397",2019.3,Not specified,9 Aug 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
"inlining a method fails, exception in the idea.log",https://youtrack.jetbrains.com/issue/IDEA-220028/inlining-a-method-fails-exception-in-the-idea.log,Normal,Bug,Fixed,Java. Refactorings,2019.2 (192.5728.98),"193.2121, 192.6347","2019.3, 2019.2.2",Not specified,9 Aug 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Invert Boolean doesn't update bitwise assignment operators,https://youtrack.jetbrains.com/issue/IDEA-218200/Invert-Boolean-doesnt-update-bitwise-assignment-operators,Normal,Bug,Fixed,Java. Refactorings,2019.2 (192.5728.98),193.1228,2019.3,Not specified,12 Jul 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Rename"" dialog is invoked for anonymous class in Structure View or Structure popup",https://youtrack.jetbrains.com/issue/IDEA-218011/Rename-dialog-is-invoked-for-anonymous-class-in-Structure-View-or-Structure-popup,Normal,Bug,Fixed,Java. Refactorings,"2019.2 (192.5728.98), 2019.3 (193.5233.102)",193.1159,2019.3,Not specified,12 Jul 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Optimize Imports breaks code by removing used static import,https://youtrack.jetbrains.com/issue/IDEA-181613/Optimize-Imports-breaks-code-by-removing-used-static-import,Normal,Bug,Fixed,Java. Refactorings,Not specified,Not specified,Not specified,Not specified,31 May 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bug : Extract Variable in IntelliJ IDEA with ternary operator - suggested name not modified for all occurrences, extracted variable defined within 'then' block, even if it is used both in the 'then' and 'else' parts.",https://youtrack.jetbrains.com/issue/IDEA-210815/Bug-Extract-Variable-in-IntelliJ-IDEA-with-ternary-operator-suggested-name-not-modified-for-all-occurrences-extracted-variable,Normal,Bug,Fixed,Java. Refactorings,"2019.1 (191.6183.87), 2019.2 (192.5728.98)",192.4222,2019.2,Not specified,21 May 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Nullable field extracted in a non-Nullable variable,https://youtrack.jetbrains.com/issue/IDEA-214508/Nullable-field-extracted-in-a-non-Nullable-variable,Normal,Bug,Fixed,Java. Refactorings,2019.2 (192.5728.98),192.4205,2019.2,Not specified,20 May 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Inline method produces multiple volatile field accesses,https://youtrack.jetbrains.com/issue/IDEA-39241/Inline-method-produces-multiple-volatile-field-accesses,Normal,Bug,Fixed,Java. Refactorings,Not specified,192.2912,2019.2,Not specified,17 May 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
"Extract as separate 'map' step doesn't work when ""use 'var'"" option is on",https://youtrack.jetbrains.com/issue/IDEA-212110/Extract-as-separate-map-step-doesnt-work-when-use-var-option-is-on,Normal,Bug,Fixed,Java. Refactorings,2019.1 (191.6183.87),192.3614,2019.2,Not specified,6 May 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Can't extract variables from enum class,https://youtrack.jetbrains.com/issue/IDEA-211139/Cant-extract-variables-from-enum-class,Normal,Bug,Fixed,Java. Refactorings,2019.2 (192.5728.98),192.319,2019.2,Not specified,23 Apr 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Extract method"" from default method results in uncompilable code",https://youtrack.jetbrains.com/issue/IDEA-211141/Extract-method-from-default-method-results-in-uncompilable-code,Normal,Bug,Fixed,Java. Refactorings,Not specified,192.3001,2019.2,Not specified,18 Apr 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracting variable from enhanced switch expression creates red code,https://youtrack.jetbrains.com/issue/IDEA-209745/Extracting-variable-from-enhanced-switch-expression-creates-red-code,Normal,Bug,Fixed,Java. Refactorings,2019.1 (191.6183.87),192.2445,2019.2,Not specified,10 Apr 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracted variable from case label expression should be 'final',https://youtrack.jetbrains.com/issue/IDEA-209743/Extracted-variable-from-case-label-expression-should-be-final,Normal,Bug,Fixed,Java. Refactorings,2019.1 (191.6183.87),192.2445,2019.2,Not specified,4 Apr 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Support auto-unboxing in reordering safety determination when extracting the variable,https://youtrack.jetbrains.com/issue/IDEA-209792/Support-auto-unboxing-in-reordering-safety-determination-when-extracting-the-variable,Normal,Bug,Fixed,Java. Refactorings,2019.1 (191.6183.87),192.2445,2019.2,Not specified,4 Apr 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrong warning when converting to default interface method,https://youtrack.jetbrains.com/issue/IDEA-187991/Wrong-warning-when-converting-to-default-interface-method,Normal,Bug,Fixed,Java. Refactorings,Not specified,182.632,Not specified,Not specified,27 Mar 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simplify Java ""redundant if"" removes comments",https://youtrack.jetbrains.com/issue/IDEA-187089/Simplify-Java-redundant-if-removes-comments,Normal,Bug,Fixed,Java. Refactorings,Not specified,182.316,Not specified,Not specified,27 Mar 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Refactoring preview does not exclude removed entries,https://youtrack.jetbrains.com/issue/IDEA-186773/Refactoring-preview-does-not-exclude-removed-entries,Normal,Bug,Fixed,Java. Refactorings,Not specified,182.373,2018.2 (182.3684.101),Not specified,27 Mar 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Do not suggest renaming variable when it already has the same name as the class,https://youtrack.jetbrains.com/issue/IDEA-186605/Do-not-suggest-renaming-variable-when-it-already-has-the-same-name-as-the-class,Normal,Bug,Fixed,Java. Refactorings,Not specified,182.79,Not specified,Not specified,27 Mar 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Pull static method up to interface breaks code,https://youtrack.jetbrains.com/issue/IDEA-186590/Pull-static-method-up-to-interface-breaks-code,Normal,Bug,Fixed,Java. Refactorings,Not specified,182.11,Not specified,Not specified,27 Mar 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannot extract Comparator to constant,https://youtrack.jetbrains.com/issue/IDEA-189238/Cannot-extract-Comparator-to-constant,Normal,Bug,Fixed,Java. Refactorings,Not specified,182.1315,2018.2 (182.3684.101),Not specified,27 Mar 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Push Member Down' creating broken code when pushing down implementation of one interface to another,https://youtrack.jetbrains.com/issue/IDEA-190409/Push-Member-Down-creating-broken-code-when-pushing-down-implementation-of-one-interface-to-another,Normal,Bug,Fixed,Java. Refactorings,Not specified,182.1851,2018.2 (182.3684.101),Not specified,27 Mar 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Encapsulate Field Refactoring results in compilation error,https://youtrack.jetbrains.com/issue/IDEA-189949/Encapsulate-Field-Refactoring-results-in-compilation-error,Normal,Bug,Fixed,Java. Refactorings,2017.3.5 (173.4674.33),182.1865,2018.2 (182.3684.101),Not specified,27 Mar 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Pull Up Method Refactoring results in compilation error,https://youtrack.jetbrains.com/issue/IDEA-189200/Pull-Up-Method-Refactoring-results-in-compilation-error,Normal,Bug,Fixed,Java. Refactorings,Not specified,182.1885,2018.2 (182.3684.101),Not specified,27 Mar 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Inline super class' creates duplicate method,https://youtrack.jetbrains.com/issue/IDEA-191189/Inline-super-class-creates-duplicate-method,Normal,Bug,Fixed,Java. Refactorings,2018.1.5 (181.5284.24),182.2064,2018.2 (182.3684.101),Not specified,27 Mar 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Inline super class' should be aware of inner classes,https://youtrack.jetbrains.com/issue/IDEA-191187/Inline-super-class-should-be-aware-of-inner-classes,Normal,Bug,Fixed,Java. Refactorings,2018.1.5 (181.5284.24),182.2064,2018.2 (182.3684.101),Not specified,27 Mar 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
"Package is not remembered after ""moving inner class to upper level"",",https://youtrack.jetbrains.com/issue/IDEA-191186/Package-is-not-remembered-after-moving-inner-class-to-upper-level,Normal,Bug,Fixed,Java. Refactorings,Not specified,182.2064,2018.2 (182.3684.101),Not specified,27 Mar 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
Moving public static field from one class to another should remove redundant modifier,https://youtrack.jetbrains.com/issue/IDEA-190911/Moving-public-static-field-from-one-class-to-another-should-remove-redundant-modifier,Normal,Bug,Fixed,Java. Refactorings,Not specified,182.2064,2018.2 (182.3684.101),Not specified,27 Mar 2019,,,,,,,,,,,,,,,,,,,,,,,,,,
